sum [energy] of animals with [species = 2],sum [energy] of animals with [species = 2].1,sum [energy] of animals with [species = 2].2,sum [energy] of animals with [species = 2].3,sum [energy] of animals with [species = 2].4,sum [energy] of animals with [species = 2].5,sum [energy] of animals with [species = 2].6,sum [energy] of animals with [species = 2].7,sum [energy] of animals with [species = 2].8,sum [energy] of animals with [species = 2].9,sum [energy] of animals with [species = 2].10,sum [energy] of animals with [species = 2].11,sum [energy] of animals with [species = 2].12,sum [energy] of animals with [species = 2].13,sum [energy] of animals with [species = 2].14,sum [energy] of animals with [species = 2].15,sum [energy] of animals with [species = 2].16,sum [energy] of animals with [species = 2].17,sum [energy] of animals with [species = 2].18,sum [energy] of animals with [species = 2].19,sum [energy] of animals with [species = 2].20,sum [energy] of animals with [species = 2].21,sum [energy] of animals with [species = 2].22,sum [energy] of animals with [species = 2].23,sum [energy] of animals with [species = 2].24,sum [energy] of animals with [species = 2].25,sum [energy] of animals with [species = 2].26,sum [energy] of animals with [species = 2].27,sum [energy] of animals with [species = 2].28,sum [energy] of animals with [species = 2].29,sum [energy] of animals with [species = 2].30,sum [energy] of animals with [species = 2].31,sum [energy] of animals with [species = 2].32,sum [energy] of animals with [species = 2].33,sum [energy] of animals with [species = 2].34,sum [energy] of animals with [species = 2].35,sum [energy] of animals with [species = 2].36,sum [energy] of animals with [species = 2].37,sum [energy] of animals with [species = 2].38,sum [energy] of animals with [species = 2].39
9159.0,9190.0,8956.5,10335.0,10231.0,8736.5,8922.5,9508.0,8082.0,8897.0,9338.0,8406.5,9132.5,9769.0,9432.5,9243.5,9418.0,9343.5,9001.5,9085.5,9718.5,11536.0,8705.0,9692.5,9598.5,8817.5,8435.5,9176.5,9125.5,8611.0,7823.0,10066.0,9548.0,8210.0,8779.0,8660.0,9454.5,6324.5,9882.5,9855.0
9154.0,9192.0,8955.5,10333.5,10228.5,8729.5,8921.0,9512.0,8083.0,8893.5,9338.0,8310.5,9126.5,9767.0,9434.5,9239.5,9420.0,9341.0,9005.0,9089.0,9718.0,11528.0,8603.5,9689.0,9598.5,8820.0,8434.5,9166.5,9124.5,8512.0,7823.0,10067.0,9552.5,8207.0,8780.0,8664.0,9452.0,6320.5,9785.0,9751.5
9152.5,9190.5,8957.5,10333.0,10230.0,8726.5,8916.5,9517.5,8076.5,8887.5,9329.5,8311.5,9120.0,9663.5,9437.5,9240.5,9419.0,9335.0,9008.5,9087.0,9613.0,11531.0,8607.5,9689.5,9602.5,8822.5,8432.0,9165.5,9125.5,8512.0,7827.5,10074.0,9553.0,8131.0,8777.0,8556.0,9450.5,6320.5,9787.0,9753.5
9153.5,9194.5,8956.5,10334.5,10230.0,8720.5,8914.5,9522.0,8074.5,8886.0,9339.5,8311.0,9126.5,9657.5,9434.5,9243.5,9420.0,9337.0,9002.0,9089.5,9508.0,11532.0,8503.5,9683.5,9602.5,8810.0,8435.0,9161.5,9123.5,8510.0,7722.5,9972.5,9461.0,8131.0,8776.5,8562.5,9451.0,6324.5,9786.5,9752.0
9154.5,9091.5,8957.0,10334.0,10232.0,8727.5,8820.0,9520.5,8075.0,8785.0,9239.5,8309.0,9134.0,9662.0,9431.0,9244.0,9419.5,9335.0,8999.0,9089.0,9418.5,11530.0,8508.5,9680.0,9598.5,8808.0,8434.5,9165.0,9118.0,8513.0,7722.0,9871.5,9458.5,8028.5,8781.5,8565.5,9448.5,6320.5,9787.0,9655.0
9048.0,9096.5,8955.5,10329.5,10230.5,8724.5,8817.5,9517.0,8074.0,8777.0,9243.5,8309.0,9131.5,9661.5,9433.5,9241.0,9427.5,9333.0,8998.0,9087.0,9320.0,11528.5,8420.5,9683.5,9603.0,8809.5,8336.0,9164.0,9113.5,8507.5,7730.5,9771.0,9459.0,8032.0,8682.0,8466.5,9450.0,6219.0,9580.5,9455.0
9049.5,9100.0,8956.5,10323.0,10233.0,8719.0,8813.0,9515.5,8064.5,8782.0,9248.0,8311.0,9127.5,9555.5,9438.0,9243.0,9430.0,9334.5,8996.0,9089.5,9319.5,11527.5,8414.5,9688.0,9606.5,8807.5,8335.5,9154.5,9113.5,8510.0,7736.0,9768.5,9452.5,8030.0,8679.5,8459.0,9445.5,6020.5,9581.5,9455.5
9046.0,9098.5,8961.0,10327.5,10227.5,8718.5,8806.5,9415.0,8067.0,8787.5,9145.5,8207.5,9026.0,9455.5,9235.0,9245.0,9432.5,9323.5,8899.5,9090.0,9317.5,11521.0,8413.0,9684.5,9600.5,8706.5,8329.0,9160.0,9112.0,8508.5,7732.5,9772.0,9452.5,7927.0,8680.5,8464.5,9445.0,6023.0,9589.0,9450.0
9046.5,9100.5,8861.5,10330.5,10223.5,8721.5,8811.5,9411.0,8071.5,8783.0,9143.5,8205.0,8931.0,9460.5,9140.5,9146.0,9430.5,9330.0,8900.0,8998.0,9322.0,11520.0,8312.5,9687.5,9602.0,8706.0,8327.5,9060.0,9111.0,8514.0,7735.0,9673.0,9455.0,7923.5,8681.5,8362.0,9451.0,6018.0,9586.5,9350.5
9046.0,9099.0,8859.5,10328.5,10224.0,8718.0,8807.5,9311.5,8067.0,8689.5,9141.5,8204.5,8928.5,9464.5,9145.5,9039.0,9434.0,9336.5,8897.0,8998.0,9322.5,11426.0,8308.5,9682.0,9602.5,8709.5,8227.5,9054.0,9113.5,8514.5,7632.0,9674.5,9453.0,7929.0,8481.0,8269.0,9452.5,6019.0,9586.0,9345.5
9045.0,9096.5,8765.5,10327.0,10218.5,8724.0,8807.0,9313.0,8069.0,8693.0,9144.5,8208.5,8728.0,9467.5,9148.5,9037.0,9333.0,9335.0,8903.0,8998.0,9328.0,11427.0,8305.5,9479.5,9603.5,8708.0,8130.0,9053.0,9110.5,8412.5,7641.0,9570.5,9448.5,7832.0,8481.5,8163.0,9345.0,6019.0,9585.5,9348.0
8945.5,9096.0,8660.5,10324.5,10222.0,8624.0,8609.5,9308.0,8073.5,8689.5,9150.5,8200.0,8626.0,9463.5,9151.0,9042.0,9331.5,9333.0,8899.5,8901.0,9318.5,11423.5,8146.5,9476.5,9401.0,8603.0,8138.0,9045.0,9111.0,8412.0,7644.0,9573.0,9247.0,7832.5,8485.5,8162.5,9344.0,6016.5,9579.0,9245.5
8943.5,9105.5,8658.0,10326.5,10124.5,8628.5,8604.5,9304.5,8076.5,8491.5,9152.5,8198.0,8626.5,9364.5,9155.0,9048.5,9332.0,9239.0,8807.0,8897.0,9321.0,11422.5,8150.0,9474.5,9295.5,8605.5,8139.5,9041.0,9114.0,8413.0,7444.5,9575.5,9240.5,7729.0,8485.5,8164.5,9247.5,5919.0,9578.5,9248.0
8935.5,9006.0,8660.0,10330.0,10125.0,8629.0,8601.0,9304.0,7977.0,8492.0,9048.0,8098.5,8529.5,9267.0,9057.5,9048.0,9331.5,9237.5,8815.0,8897.5,9222.0,11322.5,8055.5,9469.5,9200.0,8605.0,8133.5,9035.0,9114.5,8411.0,7345.0,9575.0,9243.5,7628.5,8485.5,8067.5,9144.0,5814.0,9378.5,9249.5
8735.0,9003.0,8660.5,10329.5,10124.0,8631.0,8507.5,9305.0,7871.0,8390.0,9043.0,8096.5,8430.0,9267.5,9061.0,9051.5,9236.0,9235.0,8819.0,8704.0,9222.0,11321.5,8051.5,9391.0,9201.0,8601.5,8137.5,9037.0,9010.0,8317.5,7248.5,9277.5,9247.5,7531.0,8184.0,8063.0,9038.5,5617.5,9376.5,9251.5
8731.5,8904.5,8657.0,10325.5,10025.0,8534.5,8502.0,9305.0,7769.5,8295.5,9042.5,7991.5,8431.0,9166.0,9066.5,9052.0,9238.0,9134.5,8820.0,8703.0,9215.5,11321.5,7993.5,9393.0,9203.0,8593.0,7944.5,8938.0,9012.5,8324.5,7252.5,9178.0,9051.0,7332.0,8190.0,8071.5,9042.5,5619.5,9375.0,9249.5
8731.5,8907.0,8557.0,10329.0,10025.5,8531.5,8499.0,9198.5,7672.0,8294.5,9045.0,7995.5,8432.5,9170.5,8971.5,9056.0,9235.0,9134.5,8619.0,8601.5,9122.0,11321.0,7996.5,9389.0,9197.0,8590.5,7851.0,8930.0,9019.0,8325.0,7152.5,9176.0,9044.5,7330.0,8191.0,7972.5,9044.0,5615.5,9364.5,9153.0
8726.5,8907.5,8557.5,10228.5,10023.0,8532.5,8492.0,9198.0,7676.5,8294.5,8960.5,7794.0,8431.5,9072.5,8971.0,8957.5,9235.0,9134.0,8620.5,8603.0,9126.5,11317.5,7996.5,9390.0,9197.5,8596.5,7752.5,8929.5,8923.0,8321.5,7155.0,9177.5,9043.0,7330.0,8192.0,7979.5,9050.5,5615.0,9361.5,9149.0
8724.0,8907.5,8553.5,10132.0,10024.0,8535.0,8499.5,9200.0,7572.0,8294.5,8965.0,7794.0,8233.5,9069.5,8969.5,8957.0,9237.0,9136.0,8622.0,8606.0,9029.0,11317.5,7989.5,9393.5,9002.5,8497.0,7751.5,8934.5,8926.0,8122.0,7153.0,9179.0,9049.5,7332.5,8090.0,7975.0,8941.0,5613.5,9369.5,9152.5
8727.0,8901.5,8555.5,10130.5,10025.0,8539.5,8403.5,9202.5,7568.5,8298.0,8968.5,7793.5,8133.5,9073.5,8972.5,8956.0,9235.5,9135.0,8620.5,8609.5,9025.5,11313.5,7897.0,9291.5,9000.0,8490.5,7747.0,8753.0,8922.0,8125.5,7158.5,8974.5,8951.5,7134.0,8090.5,7879.5,8938.5,5617.5,9368.0,9149.5
8726.0,8901.5,8553.0,10126.0,10021.5,8537.5,8402.0,9200.5,7574.5,8296.0,8867.5,7793.0,8138.5,9073.5,8973.0,8952.0,9133.5,9131.0,8623.0,8506.5,9024.0,11316.5,7901.0,9289.5,8995.0,8294.5,7747.5,8756.0,8918.5,8124.5,7161.0,8970.5,8951.5,7133.5,8091.0,7876.5,8936.0,5616.0,9360.5,9149.0
8725.5,8901.5,8552.5,10126.5,10019.5,8541.5,8406.0,9200.0,7573.5,8295.5,8776.5,7794.0,8035.5,9071.0,8971.5,8952.0,9129.5,9134.0,8626.0,8509.5,9022.0,11315.5,7895.0,9292.0,8995.5,8297.0,7748.0,8748.0,8924.0,8117.0,7156.0,8973.5,8951.5,7138.0,8094.0,7879.5,8937.5,5614.5,9361.0,9146.5
8726.0,8899.0,8551.0,10126.0,10023.0,8543.0,8408.0,9199.0,7568.0,8298.0,8777.5,7695.5,8030.5,9072.5,8971.5,8955.0,9129.5,9134.5,8523.0,8412.0,9025.0,11319.0,7893.5,9289.5,8893.5,8298.0,7743.0,8751.5,8923.5,8120.5,7163.0,8963.0,8951.5,7040.0,8091.0,7880.0,8834.5,5615.5,9362.5,9150.0
8724.5,8796.0,8549.5,10131.0,10022.0,8546.0,8402.5,9199.0,7571.5,8302.5,8779.0,7690.0,7935.0,9074.5,8878.5,8957.0,9132.5,9131.0,8525.0,8408.5,8912.5,11319.5,7895.5,9290.5,8890.5,8297.5,7747.0,8747.5,8820.5,8125.0,7163.5,8857.5,8956.0,7045.5,8092.5,7786.0,8832.5,5616.5,9362.5,9151.0
8622.5,8796.0,8549.5,10129.5,10021.0,8550.5,8397.5,9191.0,7573.5,8299.5,8688.0,7688.0,7940.5,8972.5,8878.5,8955.5,9030.5,9127.5,8524.0,8407.5,8920.5,11321.0,7897.0,9295.0,8787.0,8298.5,7747.5,8744.5,8821.5,8124.5,7167.5,8858.0,8955.0,7047.5,8097.5,7785.0,8833.5,5618.0,9360.5,9149.0
8621.5,8798.0,8550.0,10131.0,10016.5,8551.5,8400.5,9095.0,7569.5,8300.5,8586.0,7692.0,7936.5,8975.5,8876.5,8952.5,9026.0,9122.0,8522.5,8405.5,8922.5,11317.0,7893.0,9292.5,8692.0,8303.0,7741.0,8742.5,8826.0,8131.0,7170.5,8853.0,8952.5,7047.5,8097.0,7784.0,8728.5,5617.5,9354.5,9147.0
8623.0,8792.0,8549.0,10131.0,10013.5,8552.0,8401.5,9099.5,7570.5,8297.5,8582.5,7591.0,7846.5,8871.5,8881.5,8953.0,8925.0,9026.0,8521.0,8404.5,8922.5,11320.5,7894.5,9290.5,8597.0,8301.5,7744.5,8736.5,8828.5,7930.0,7170.0,8757.0,8951.5,6949.0,8089.5,7678.0,8726.0,5616.0,9360.0,9151.0
8621.5,8793.0,8549.5,10132.5,10010.5,8554.5,8399.5,9099.0,7574.0,8292.0,8586.5,7586.0,7845.0,8868.5,8884.0,8958.5,8927.0,9027.0,8519.0,8308.0,8918.0,11320.0,7891.5,9293.0,8499.0,8296.0,7748.0,8732.0,8824.0,7931.5,7167.5,8750.5,8950.0,6952.0,8095.0,7687.5,8723.5,5620.0,9366.0,9143.0
8617.5,8791.5,8548.0,10137.0,10009.5,8554.5,8402.0,9091.0,7564.5,8293.0,8586.5,7587.5,7842.5,8866.5,8880.0,8962.0,8922.5,9031.0,8515.0,8308.0,8923.0,11319.0,7889.5,9291.0,8495.0,8300.0,7744.5,8733.0,8822.0,7835.5,7168.5,8752.0,8953.0,6948.5,8095.0,7587.0,8718.5,5616.5,9363.5,9145.5
8519.0,8788.5,8546.5,10137.0,10007.5,8558.0,8398.0,9089.0,7564.0,8292.5,8592.0,7589.5,7745.0,8769.0,8878.0,8955.0,8922.5,9029.5,8520.0,8306.0,8915.0,11318.5,7890.0,9292.0,8399.0,8305.0,7745.0,8735.0,8818.5,7831.5,7173.0,8759.0,8951.0,6950.0,8094.0,7592.0,8723.0,5614.5,9363.0,9041.5
8522.5,8789.5,8442.5,10136.5,10005.5,8564.5,8397.5,8994.5,7561.0,8294.0,8589.5,7580.5,7746.0,8769.5,8872.5,8955.5,8923.5,9027.5,8421.5,8307.5,8916.0,11317.0,7891.5,9295.0,8300.0,8304.0,7747.0,8734.0,8820.5,7832.0,7173.0,8755.0,8948.0,6951.5,8093.5,7591.0,8722.0,5615.0,9368.0,9038.0
8519.0,8685.5,8443.5,10135.5,10003.0,8463.0,8398.5,8993.5,7562.5,8298.5,8589.0,7576.5,7745.0,8771.0,8871.0,8959.0,8920.0,9025.0,8416.5,8310.5,8914.5,11312.0,7891.0,9288.5,8199.5,8101.0,7546.0,8731.5,8819.0,7834.5,7176.5,8652.0,8952.5,6952.0,8092.5,7595.0,8719.5,5615.0,9263.5,9035.5
8518.5,8686.5,8449.0,10032.5,10002.0,8461.0,8396.0,8888.5,7561.5,8296.5,8393.5,7571.5,7743.5,8674.5,8673.0,8961.0,8823.0,9029.0,8318.5,8312.0,8917.5,11315.0,7790.5,9289.0,8099.5,8105.0,7550.0,8728.0,8823.5,7834.5,7178.0,8656.0,8956.0,6949.5,8089.0,7593.5,8723.5,5513.0,9261.5,8936.5
8515.5,8585.0,8449.5,10028.5,10003.5,8464.5,8395.0,8886.0,7563.0,8298.5,8296.0,7571.0,7747.0,8671.5,8672.0,8955.5,8822.0,9024.0,8319.5,8311.0,8910.0,11315.5,7790.5,9290.0,8095.0,8101.5,7548.0,8728.0,8825.5,7835.0,7078.5,8653.5,8954.5,6947.0,7988.5,7597.0,8726.5,5516.5,9259.5,8934.5
8322.0,8581.5,8448.5,10029.0,10006.0,8462.5,8396.5,8886.0,7563.5,8302.5,8294.0,7571.0,7647.5,8669.5,8674.0,8956.0,8818.0,9022.0,8315.0,8311.5,8917.0,11314.5,7791.0,9188.5,8095.5,8003.0,7443.5,8728.0,8823.0,7834.0,7079.0,8569.5,8958.0,6949.0,7988.0,7595.5,8724.5,5517.0,9261.5,8934.5
8121.5,8585.0,8341.0,10025.0,9907.0,8466.0,8296.0,8889.5,7567.0,8201.5,8291.5,7566.0,7648.0,8670.0,8574.0,8955.0,8822.0,9026.0,8311.5,8210.0,8817.5,11316.5,7791.0,8988.0,7997.5,8002.0,7443.5,8729.0,8826.5,7732.0,6972.5,8570.0,8962.5,6948.5,7987.5,7603.5,8725.0,5515.5,9259.5,8932.0
8118.0,8587.5,8341.5,10024.0,9915.5,8472.0,8296.5,8886.0,7565.0,8202.0,8191.5,7465.0,7646.5,8667.5,8574.0,8958.5,8719.0,9027.5,8315.5,8207.5,8818.5,11215.5,7793.0,8883.5,7892.5,7900.0,7446.5,8621.5,8828.5,7735.0,6873.0,8370.0,8960.0,6946.0,7886.5,7599.0,8672.0,5519.5,9157.0,8931.0
8022.0,8484.5,8343.0,10021.5,9916.0,8471.5,8293.0,8789.5,7565.5,8101.5,8190.5,7467.0,7541.5,8572.0,8573.0,8856.0,8716.5,9029.0,8217.0,8209.5,8814.0,11217.0,7794.5,8887.5,7791.0,7721.5,7443.5,8625.0,8825.5,7728.0,6672.5,8371.0,8964.5,6849.5,7889.0,7596.5,8674.5,5515.5,9159.0,8933.0
8025.0,8482.5,8344.5,10026.0,9919.0,8372.5,8293.5,8685.5,7565.0,8105.0,8021.0,7176.0,7545.5,8575.0,8575.5,8756.5,8617.0,9028.5,8014.0,8113.0,8816.0,11220.0,7593.5,8890.0,7798.5,7520.5,7443.5,8624.5,8832.5,7728.5,6680.0,8374.5,8865.0,6754.0,7887.0,7396.5,8676.0,5511.5,9053.0,8935.0
7922.5,8385.0,8245.0,10025.5,9928.0,8371.5,8292.5,8689.0,7564.0,8109.5,8020.5,7171.5,7546.0,8574.0,8578.0,8757.5,8618.5,9028.0,8014.5,8111.0,8807.5,11220.0,7590.5,8881.5,7698.0,7515.0,7448.5,8523.5,8836.5,7727.5,6684.0,8372.0,8869.0,6754.5,7799.0,7394.5,8571.5,5516.0,9056.0,8923.0
7826.5,8284.5,8147.5,10022.5,9926.5,8280.0,8295.5,8684.0,7558.5,8009.5,7915.0,7171.5,7543.0,8574.0,8573.0,8658.0,8613.0,9033.5,7916.0,8007.5,8809.0,11221.0,7592.0,8879.0,7593.5,7317.5,7441.0,8523.0,8832.5,7525.5,6682.0,8368.0,8871.0,6754.0,7704.0,7389.5,8574.0,5416.0,9053.5,8822.0
7824.0,8287.0,8146.0,10023.0,9923.0,8184.5,8297.0,8581.0,7459.5,8006.0,7914.5,7172.5,7343.5,8570.5,8570.5,8656.0,8515.5,9032.5,7920.0,8009.5,8706.5,11225.0,7594.5,8880.0,7588.0,7324.0,7440.5,8517.5,8639.0,7421.5,6686.0,8368.0,8773.5,6657.5,7701.0,7397.5,8576.0,5316.5,8851.5,8624.0
7824.5,8288.5,8148.5,10019.5,9824.5,8184.5,8196.5,8590.5,7454.0,8008.0,7816.5,7170.5,7341.0,8369.0,8568.5,8553.0,8515.5,9030.5,7922.0,8013.5,8705.5,11223.0,7591.0,8881.5,7488.5,7327.5,7443.0,8517.5,8645.0,7421.0,6692.5,8368.5,8775.0,6561.0,7699.0,7397.5,8477.5,5318.5,8857.5,8620.5
7627.5,8190.0,8146.0,10023.0,9825.0,8083.0,8089.5,8591.5,7354.5,7910.0,7715.5,7171.5,7343.0,8372.0,8567.5,8554.0,8515.5,9028.0,7815.0,7913.0,8701.5,11217.5,7491.5,8872.0,7485.5,7323.0,7440.0,8513.0,8642.0,7426.0,6688.5,8364.0,8774.5,6561.0,7698.0,7202.5,8476.0,5318.5,8856.5,8615.0
7628.0,8188.5,8063.5,10026.0,9822.0,8080.5,8087.5,8587.5,7265.0,7913.0,7613.5,7175.0,7344.5,8375.5,8566.5,8555.5,8514.0,9027.5,7812.5,7813.0,8705.5,11221.0,7394.5,8779.5,7484.5,7326.0,7342.5,8517.5,8641.5,7423.0,6688.5,8358.0,8775.0,6465.5,7698.5,7200.5,8478.0,5117.0,8855.0,8613.5
7427.0,8191.5,8063.0,10024.5,9718.0,7978.5,8083.0,8584.5,7268.5,7814.5,7516.5,7178.0,7343.0,8375.5,8568.0,8556.0,8514.0,8930.5,7711.5,7811.5,8607.0,11227.0,7393.5,8779.0,7483.0,7024.5,7339.0,8514.0,8642.5,7417.5,6591.0,8359.5,8775.5,6468.0,7701.0,7208.5,8470.5,5115.5,8857.5,8609.5
7332.5,8091.5,8062.5,10027.5,9720.5,7978.0,8084.5,8489.5,7264.5,7818.0,7519.5,7180.5,7336.5,8373.5,8469.0,8557.0,8511.5,8924.0,7706.0,7813.0,8510.0,11220.0,7399.0,8774.5,7479.5,7023.0,7337.0,8411.5,8641.5,7319.5,6595.0,8356.0,8675.5,6469.0,7594.0,7204.5,8374.0,5112.0,8754.5,8515.5
7330.0,8093.0,8059.5,10028.0,9720.0,7977.0,8083.0,8392.5,7265.5,7816.0,7418.5,7177.5,7243.0,8368.5,8474.0,8558.0,8513.0,8923.0,7706.5,7715.0,8502.0,11218.5,7399.0,8775.5,7478.0,7021.5,7340.5,8412.5,8643.5,7324.5,6595.5,8253.5,8679.5,6469.0,7595.5,7212.5,8370.5,5113.0,8756.5,8511.5
7333.0,7995.5,8057.5,10029.0,9621.0,7975.5,8080.5,8393.0,7263.0,7817.5,7422.5,7181.5,7245.0,8366.5,8473.5,8561.5,8510.0,8927.0,7713.0,7716.0,8509.0,11216.0,7394.5,8772.0,7479.0,7021.0,7343.0,8411.0,8645.0,7324.5,6592.0,8251.0,8683.0,6468.5,7598.5,7213.0,8373.5,5118.0,8755.5,8504.0
7332.5,7995.5,8062.0,10028.0,9624.0,7978.0,8080.0,8395.5,7263.0,7821.5,7426.0,7186.5,7244.0,8367.0,8472.0,8457.0,8507.5,8924.0,7715.5,7715.5,8509.0,11214.5,7396.5,8673.5,7379.0,6924.0,7336.0,8415.5,8644.5,7322.5,6592.5,8253.0,8681.5,6372.0,7600.5,7206.5,8373.5,5114.0,8756.0,8404.0
7333.5,7993.5,8059.5,10028.0,9624.5,7977.5,8085.0,8395.5,7258.0,7821.0,7328.0,7189.0,7245.5,8269.0,8475.0,8358.0,8408.0,8921.5,7719.5,7513.5,8501.0,11214.0,7397.0,8678.5,7378.0,6926.0,7338.0,8417.0,8644.0,7320.5,6598.5,8255.5,8585.0,6376.0,7498.5,7205.0,8377.5,5113.0,8758.5,8409.0
7236.5,7993.0,8057.0,10023.0,9628.0,7980.5,8087.5,8394.5,7260.5,7817.0,7327.5,7190.5,7246.5,8167.0,8477.5,8359.0,8409.5,8921.5,7716.5,7513.0,8490.0,11214.0,7394.5,8672.5,7375.5,6917.5,7337.5,8408.5,8643.0,7318.0,6597.5,8258.0,8485.0,6377.5,7499.0,7207.5,8379.0,5116.0,8663.0,8403.0
7235.0,7994.5,8058.0,10022.0,9631.0,7780.5,8091.5,8397.0,7259.0,7816.5,7326.0,7191.5,7246.0,8173.0,8475.5,8360.5,8406.5,8923.0,7617.5,7311.0,8494.0,11212.0,7396.0,8672.0,7367.5,6917.5,7333.5,8406.5,8640.5,7318.0,6599.0,8249.0,8476.0,6377.5,7498.0,7203.5,8385.0,5114.5,8658.0,8403.0
7238.5,7995.5,8061.0,10022.0,9621.5,7581.5,8091.0,8395.0,7263.0,7821.5,7325.5,7194.0,7248.0,8177.5,8471.5,8357.0,8405.0,8921.0,7618.5,7111.5,8490.0,11210.0,7395.5,8674.0,7370.5,6916.5,7336.0,8404.5,8641.5,7319.5,6601.0,8254.0,8478.5,6379.5,7498.5,7205.0,8384.5,5033.5,8658.5,8403.5
7241.0,7993.5,8060.0,10024.0,9521.5,7585.0,8091.5,8397.5,7258.5,7820.5,7327.0,7196.5,7250.0,8172.0,8477.0,8360.0,8409.0,8921.5,7615.0,7111.5,8492.0,11214.0,7389.5,8674.5,7375.5,6918.5,7341.0,8402.5,8644.5,7216.0,6500.5,8248.5,8479.5,6382.0,7396.0,7100.5,8385.0,5030.5,8562.0,8401.5
7135.0,7889.5,8059.5,10016.5,9523.0,7581.0,7993.5,8301.0,7156.5,7820.5,7128.0,7196.5,7248.0,8171.0,8471.5,8361.5,8405.5,8815.5,7513.0,7110.0,8488.0,11208.0,7390.0,8670.5,7378.0,6913.0,7342.0,8399.0,8645.5,7220.0,6501.0,8244.0,8379.0,6380.0,7395.5,7102.5,8382.5,5032.0,8564.5,8397.0
7141.0,7792.0,7961.5,10019.0,9524.0,7483.5,7897.5,8294.5,7157.5,7824.5,7129.0,7199.5,7150.5,8172.5,8468.0,8363.5,8403.5,8815.0,7514.5,7009.0,8489.5,11208.0,7388.5,8672.0,7377.0,6914.0,7341.5,8401.0,8644.5,7222.0,6497.0,8245.0,8375.5,6379.5,7290.5,7101.5,8382.0,5028.0,8566.5,8298.0
7142.5,7695.5,7966.0,10019.0,9422.5,7392.0,7897.0,8292.5,7160.0,7824.0,7126.5,7202.0,7150.5,8168.5,8472.0,8358.5,8410.0,8813.0,7515.5,7015.0,8488.0,11209.5,7384.0,8675.0,7374.0,6912.5,7339.0,8402.0,8647.5,7118.5,6494.0,8251.0,8374.0,6379.0,7293.0,7107.0,8355.0,5030.5,8469.0,8194.0
7139.0,7692.5,7965.0,10018.0,9425.5,7387.5,7898.5,8300.5,7153.5,7823.0,7022.5,7205.0,7151.5,8171.0,8368.0,8257.5,8406.0,8711.0,7314.5,7014.0,8487.0,11217.5,7383.5,8672.5,7274.5,6811.5,7335.0,8397.5,8644.5,7118.5,6395.0,8251.0,8373.5,6380.0,7287.0,7106.5,8352.5,5033.5,8368.0,8199.5
7138.5,7587.5,7962.0,10018.5,9423.5,7386.5,7898.0,8303.0,7151.5,7825.0,7019.0,7103.0,7150.0,7974.0,8366.5,8258.0,8307.5,8708.0,7316.0,7014.5,8384.0,11220.0,7382.5,8567.5,7277.5,6806.0,7335.0,8295.5,8651.5,7118.5,6395.5,8051.0,8380.5,6381.5,7187.0,7108.5,8353.0,5031.0,8369.0,8199.0
7143.0,7486.5,7960.0,10024.0,9428.0,7286.5,7898.5,8199.5,7152.0,7825.5,7021.0,7104.0,7154.0,7973.5,8270.5,8255.5,8203.5,8706.0,7215.0,7010.0,8394.5,11218.0,7382.0,8573.5,7173.5,6707.0,7238.0,8297.0,8651.5,7032.5,6293.5,8051.5,8378.5,6381.0,7191.0,7102.0,8357.5,5033.5,8278.5,8006.0
7045.5,7485.0,7964.5,10021.0,9330.0,7190.0,7893.5,8197.0,7153.0,7823.0,7020.0,7105.5,7051.0,7975.0,8171.0,8254.0,8204.5,8605.0,7222.5,7008.0,8393.5,11211.5,7378.5,8470.5,7171.0,6615.5,7135.0,8296.0,8651.5,6931.5,6293.0,7955.0,8372.5,6282.5,7194.0,7105.5,8359.0,5028.5,8274.5,8006.0
6843.5,7486.0,7964.5,10026.5,9231.0,7187.0,7900.0,8199.0,7146.0,7825.0,6921.5,7003.5,6850.0,7772.5,8072.0,8253.0,8201.5,8602.0,7224.0,7007.5,8394.5,11209.0,7378.5,8469.5,7075.0,6415.0,7137.5,8292.5,8654.0,6830.0,6293.5,7857.5,8373.5,6184.5,7090.5,6905.5,8356.5,4928.0,8279.5,8009.0
6642.5,7484.0,7860.0,10027.0,9231.0,7180.0,7798.0,8103.5,7147.5,7823.0,6824.0,6901.5,6851.0,7769.5,8072.0,8251.5,8205.0,8600.5,7221.0,7008.0,8391.0,11107.0,7174.5,8465.5,7073.0,6409.0,7041.5,8290.5,8653.5,6831.0,6189.0,7857.0,8378.5,6185.0,7092.5,6908.0,8260.5,4934.0,8280.5,8010.0
6646.5,7486.5,7862.0,9930.5,9136.5,7085.0,7797.0,8002.0,7145.5,7720.5,6823.0,6803.5,6654.5,7766.0,8073.0,8253.5,8203.5,8602.5,7224.0,6909.0,8293.5,11102.0,6979.5,8469.0,7066.5,6406.5,7033.5,8193.0,8649.0,6731.5,6091.0,7860.5,8374.5,6085.0,7095.5,6903.5,8263.0,4836.0,8281.0,8010.0
6545.0,7489.5,7762.0,9930.0,9135.0,7079.0,7693.5,8000.0,6941.5,7622.5,6821.0,6808.0,6653.5,7770.5,7872.0,8047.5,8204.0,8501.0,7222.0,6715.5,8290.0,11102.0,6984.0,8465.5,7062.0,6310.0,7033.5,8189.5,8652.0,6629.5,6088.5,7861.0,8380.5,5987.5,7093.0,6909.5,8266.5,4831.5,8280.0,8006.5
