Case study,Reference family,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
grazing,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,Yes,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/14_grazing_role+example_table_rep1/02_summaries/bert.txt,0.011062,0.247239,0.424859,0.063348,0.136723,-0.714077
grazing,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/14_grazing_role+example_table_rep1/02_summaries/longformer_ext.txt,0.008328,0.143475,0.316498,0.028668,0.097643,-29.201778
grazing,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,Yes,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/14_grazing_role+example_table_rep1/02_summaries/none.txt,0.008633,0.249150,0.240569,0.064697,0.095710,11.844760
grazing,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,Yes,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/14_grazing_role+example_table_rep1/02_summaries/t5.txt,0.007828,0.142820,0.341667,0.058455,0.127083,30.374286
milk_consumption,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,Yes,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/14_milk_consumption_role+example_table_rep1/02_summaries/bart.txt,0.015686,0.151134,0.392294,0.092982,0.159370,16.520489
milk_consumption,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,Yes,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/14_milk_consumption_role+example_table_rep1/02_summaries/bert.txt,0.014035,0.268466,0.412610,0.087239,0.140009,-5.584157
milk_consumption,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/14_milk_consumption_role+example_table_rep1/02_summaries/longformer_ext.txt,0.011266,0.121475,0.272000,0.056090,0.120000,-17.864494
milk_consumption,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,Yes,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/14_milk_consumption_role+example_table_rep1/02_summaries/none.txt,0.011671,0.248656,0.231165,0.088314,0.109910,11.392718
milk_consumption,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,Yes,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/14_milk_consumption_role+example_table_rep1/02_summaries/t5.txt,0.018833,0.166948,0.381197,0.070205,0.145299,18.134231
fauna,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/bart.txt,0.035689,0.207772,0.436663,0.070175,0.164779,17.486153
fauna,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/bert.txt,0.009694,0.268876,0.339946,0.069495,0.124436,3.116649
fauna,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.030055,0.195554,0.392229,0.057461,0.153562,22.171176
fauna,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/none.txt,0.007718,0.201369,0.140805,0.044972,0.068998,18.917496
fauna,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/t5.txt,0.007865,0.169170,0.405316,0.051054,0.139535,19.738686
grazing,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_grazing_role+example_plot_plus_table_rep1/02_summaries/bart.txt,0.007893,0.176708,0.403980,0.071785,0.153234,29.165455
grazing,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_grazing_role+example_plot_plus_table_rep1/02_summaries/bert.txt,0.008527,0.260244,0.439443,0.074034,0.137192,5.187689
grazing,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_grazing_role+example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.012083,0.179829,0.376206,0.045089,0.117363,-20.926324
grazing,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_grazing_role+example_plot_plus_table_rep1/02_summaries/none.txt,0.005785,0.239551,0.231385,0.062074,0.090072,16.419450
grazing,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_grazing_role+example_plot_plus_table_rep1/02_summaries/t5.txt,0.005493,0.145252,0.347280,0.037736,0.135983,12.433019
milk_consumption,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_milk_consumption_role+example_plot_plus_table_rep1/02_summaries/bart.txt,0.032194,0.169467,0.397295,0.088061,0.157227,28.263474
milk_consumption,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_milk_consumption_role+example_plot_plus_table_rep1/02_summaries/bert.txt,0.014774,0.280200,0.435294,0.088768,0.141176,-1.699059
milk_consumption,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_milk_consumption_role+example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.011461,0.163002,0.393917,0.056563,0.130340,17.733569
milk_consumption,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_milk_consumption_role+example_plot_plus_table_rep1/02_summaries/none.txt,0.014946,0.250085,0.229587,0.089449,0.110478,18.869551
milk_consumption,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/15_milk_consumption_role+example_plot_plus_table_rep1/02_summaries/t5.txt,0.026332,0.170880,0.398986,0.093141,0.165680,32.290390
fauna,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_fauna_role+insights_plot_rep1/02_summaries/bart.txt,0.035379,0.244210,0.472517,0.077295,0.167792,11.452094
fauna,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_fauna_role+insights_plot_rep1/02_summaries/bert.txt,0.008092,0.270594,0.332326,0.072570,0.121709,-3.901652
fauna,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_fauna_role+insights_plot_rep1/02_summaries/longformer_ext.txt,0.032269,0.220541,0.432584,0.078799,0.157303,11.596099
fauna,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_fauna_role+insights_plot_rep1/02_summaries/none.txt,0.007386,0.206673,0.140133,0.046927,0.067191,3.968134
fauna,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_fauna_role+insights_plot_rep1/02_summaries/t5.txt,0.012848,0.186485,0.434141,0.042239,0.128556,8.739218
grazing,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_grazing_role+insights_plot_rep1/02_summaries/bart.txt,0.010957,0.177106,0.429688,0.068493,0.146484,21.341507
grazing,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_grazing_role+insights_plot_rep1/02_summaries/bert.txt,0.010495,0.256447,0.446674,0.082452,0.138332,-2.726609
grazing,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_grazing_role+insights_plot_rep1/02_summaries/longformer_ext.txt,0.012379,0.164380,0.352841,0.033985,0.105174,3.022027
grazing,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_grazing_role+insights_plot_rep1/02_summaries/none.txt,0.008788,0.242303,0.231838,0.071882,0.095673,13.342292
grazing,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_grazing_role+insights_plot_rep1/02_summaries/t5.txt,0.006341,0.148257,0.394394,0.062187,0.130130,17.772263
milk_consumption,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_milk_consumption_role+insights_plot_rep1/02_summaries/bart.txt,0.018125,0.162292,0.381113,0.097973,0.148398,16.421759
milk_consumption,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_milk_consumption_role+insights_plot_rep1/02_summaries/bert.txt,0.026446,0.282544,0.425778,0.107651,0.137778,-7.624637
milk_consumption,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_milk_consumption_role+insights_plot_rep1/02_summaries/longformer_ext.txt,0.030494,0.212650,0.406402,0.082230,0.140571,0.919916
milk_consumption,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_milk_consumption_role+insights_plot_rep1/02_summaries/none.txt,0.015997,0.251651,0.219885,0.093083,0.107393,11.008087
milk_consumption,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/16_milk_consumption_role+insights_plot_rep1/02_summaries/t5.txt,0.020580,0.165556,0.408511,0.092072,0.163404,15.338720
fauna,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_fauna_role+insights_table_rep1/02_summaries/bart.txt,0.047092,0.242211,0.454545,0.080357,0.165775,5.655735
fauna,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_fauna_role+insights_table_rep1/02_summaries/bert.txt,0.011547,0.266616,0.289578,0.061306,0.103421,-4.113913
fauna,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_fauna_role+insights_table_rep1/02_summaries/longformer_ext.txt,0.040351,0.224503,0.396839,0.052770,0.143986,1.283077
fauna,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_fauna_role+insights_table_rep1/02_summaries/none.txt,0.007593,0.188673,0.121180,0.038446,0.055785,8.007283
fauna,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_fauna_role+insights_table_rep1/02_summaries/t5.txt,0.009958,0.177368,0.385155,0.036181,0.122367,5.867654
grazing,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_grazing_role+insights_table_rep1/02_summaries/bart.txt,0.006868,0.158689,0.382979,0.056853,0.129686,7.708824
grazing,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_grazing_role+insights_table_rep1/02_summaries/bert.txt,0.007941,0.242484,0.420519,0.058691,0.125141,-5.305647
grazing,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_grazing_role+insights_table_rep1/02_summaries/longformer_ext.txt,0.002390,0.080686,0.200780,0.015625,0.074074,-65.136316
grazing,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_grazing_role+insights_table_rep1/02_summaries/none.txt,0.005313,0.246556,0.228692,0.059519,0.086076,8.985064
grazing,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_grazing_role+insights_table_rep1/02_summaries/t5.txt,0.007216,0.141905,0.359667,0.060417,0.124740,22.872704
milk_consumption,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_milk_consumption_role+insights_table_rep1/02_summaries/bart.txt,0.010641,0.151652,0.363785,0.066993,0.135400,9.434362
milk_consumption,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_milk_consumption_role+insights_table_rep1/02_summaries/bert.txt,0.012994,0.277863,0.374793,0.069710,0.126036,-7.929503
milk_consumption,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_milk_consumption_role+insights_table_rep1/02_summaries/longformer_ext.txt,0.014760,0.170296,0.356495,0.055976,0.140483,24.084425
milk_consumption,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_milk_consumption_role+insights_table_rep1/02_summaries/none.txt,0.011179,0.231403,0.203790,0.076445,0.099099,11.781073
milk_consumption,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/17_milk_consumption_role+insights_table_rep1/02_summaries/t5.txt,0.016964,0.151860,0.360711,0.064461,0.150720,23.369033
fauna,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_fauna_role+insights_plot_plus_table_rep1/02_summaries/bart.txt,0.046755,0.206784,0.446660,0.089910,0.165503,14.917849
fauna,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_fauna_role+insights_plot_plus_table_rep1/02_summaries/bert.txt,0.008333,0.265134,0.325088,0.062776,0.122792,-1.941032
fauna,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_fauna_role+insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.032665,0.212531,0.403540,0.065603,0.148673,22.935500
fauna,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_fauna_role+insights_plot_plus_table_rep1/02_summaries/none.txt,0.007830,0.202259,0.134386,0.045007,0.065256,13.131633
fauna,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_fauna_role+insights_plot_plus_table_rep1/02_summaries/t5.txt,0.013279,0.189786,0.426639,0.045881,0.124870,22.352192
grazing,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_grazing_role+insights_plot_plus_table_rep1/02_summaries/bart.txt,0.005831,0.173385,0.408085,0.055931,0.128970,9.371426
grazing,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_grazing_role+insights_plot_plus_table_rep1/02_summaries/bert.txt,0.005934,0.267063,0.409719,0.061040,0.122916,-5.519542
grazing,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_grazing_role+insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.009830,0.203748,0.367491,0.036801,0.100353,16.751982
grazing,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_grazing_role+insights_plot_plus_table_rep1/02_summaries/none.txt,0.005817,0.234535,0.199896,0.056143,0.081067,10.615580
grazing,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_grazing_role+insights_plot_plus_table_rep1/02_summaries/t5.txt,0.011195,0.135049,0.338115,0.039014,0.122951,21.952500
milk_consumption,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_milk_consumption_role+insights_plot_plus_table_rep1/02_summaries/bart.txt,0.029511,0.168843,0.395480,0.100243,0.146893,34.251450
milk_consumption,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_milk_consumption_role+insights_plot_plus_table_rep1/02_summaries/bert.txt,0.017248,0.281951,0.398018,0.090083,0.142031,0.063530
milk_consumption,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_milk_consumption_role+insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.021429,0.159924,0.400651,0.066884,0.143322,17.360527
milk_consumption,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_milk_consumption_role+insights_plot_plus_table_rep1/02_summaries/none.txt,0.012330,0.237310,0.200029,0.075472,0.096505,17.770295
milk_consumption,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/18_milk_consumption_role+insights_plot_plus_table_rep1/02_summaries/t5.txt,0.019771,0.174915,0.402289,0.088452,0.142273,12.584775
fauna,gpt5.2_short,bart,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_fauna_insights+example_plot_rep1/02_summaries/bart.txt,0.019106,0.206073,0.433367,0.077472,0.164802,14.174755
fauna,gpt5.2_short,bert,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_fauna_insights+example_plot_rep1/02_summaries/bert.txt,0.010244,0.275660,0.364377,0.071319,0.118066,-5.140817
fauna,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_fauna_insights+example_plot_rep1/02_summaries/longformer_ext.txt,0.014384,0.182922,0.404297,0.058708,0.126953,6.034413
fauna,gpt5.2_short,none,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_fauna_insights+example_plot_rep1/02_summaries/none.txt,0.010366,0.218243,0.162248,0.056209,0.078665,11.538376
fauna,gpt5.2_short,t5,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_fauna_insights+example_plot_rep1/02_summaries/t5.txt,0.039994,0.206156,0.426339,0.096197,0.158482,1.283607
grazing,gpt5.2_short,bart,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_grazing_insights+example_plot_rep1/02_summaries/bart.txt,0.011752,0.154432,0.408040,0.080564,0.154774,17.795144
grazing,gpt5.2_short,bert,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_grazing_insights+example_plot_rep1/02_summaries/bert.txt,0.012251,0.270724,0.490395,0.096154,0.150282,4.775293
grazing,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_grazing_insights+example_plot_rep1/02_summaries/longformer_ext.txt,0.012503,0.171000,0.408787,0.082297,0.148997,5.008238
grazing,gpt5.2_short,none,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_grazing_insights+example_plot_rep1/02_summaries/none.txt,0.009255,0.258365,0.254609,0.079410,0.107569,13.942641
grazing,gpt5.2_short,t5,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_grazing_insights+example_plot_rep1/02_summaries/t5.txt,0.004721,0.124845,0.356164,0.057022,0.134879,6.399399
milk_consumption,gpt5.2_short,bart,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_milk_consumption_insights+example_plot_rep1/02_summaries/bart.txt,0.025035,0.173957,0.417467,0.125984,0.188646,14.399758
milk_consumption,gpt5.2_short,bert,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_milk_consumption_insights+example_plot_rep1/02_summaries/bert.txt,0.022765,0.271977,0.442011,0.099651,0.146341,-10.321423
milk_consumption,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_milk_consumption_insights+example_plot_rep1/02_summaries/longformer_ext.txt,0.013637,0.169857,0.388710,0.071082,0.138710,4.815992
milk_consumption,gpt5.2_short,none,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_milk_consumption_insights+example_plot_rep1/02_summaries/none.txt,0.019142,0.277021,0.261594,0.112857,0.131743,11.108267
milk_consumption,gpt5.2_short,t5,moonshotai/kimi-k2.5,No,Yes,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/19_milk_consumption_insights+example_plot_rep1/02_summaries/t5.txt,0.008599,0.136490,0.340019,0.089952,0.158548,6.342317
fauna,gpt5.2_short,bart,moonshotai/kimi-k2.5,No,Yes,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/20_fauna_insights+example_table_rep1/02_summaries/bart.txt,0.017397,0.211687,0.453094,0.088000,0.171657,14.847167
