Case study,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
milk_consumption,none,mistral-medium-latest,No,Yes,Yes,table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/20_milk_consumption_insights+example_table_rep1/02_summaries/none.txt,0.018158,0.262616,0.272898,0.106960,0.143433,36.373756
milk_consumption,bart,mistral-medium-latest,No,Yes,Yes,table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/20_milk_consumption_insights+example_table_rep1/02_summaries/bart.txt,0.028191,0.146612,0.337900,0.096110,0.189498,46.745019
milk_consumption,bert,mistral-medium-latest,No,Yes,Yes,table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/20_milk_consumption_insights+example_table_rep1/02_summaries/bert.txt,0.008982,0.125420,0.322296,0.084071,0.167770,36.540086
milk_consumption,t5,mistral-medium-latest,No,Yes,Yes,table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/20_milk_consumption_insights+example_table_rep1/02_summaries/t5.txt,0.006842,0.108076,0.279236,0.074163,0.133652,39.440366
milk_consumption,longformer_ext,mistral-medium-latest,No,Yes,Yes,table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/20_milk_consumption_insights+example_table_rep1/02_summaries/longformer_ext.txt,0.012511,0.096267,0.281395,0.081585,0.165116,54.428961
milk_consumption,none,mistral-medium-latest,No,Yes,Yes,plot+table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/21_milk_consumption_insights+example_plot_plus_table_rep1/02_summaries/none.txt,0.030633,0.263645,0.276024,0.127382,0.147665,35.443449
milk_consumption,bart,mistral-medium-latest,No,Yes,Yes,plot+table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/21_milk_consumption_insights+example_plot_plus_table_rep1/02_summaries/bart.txt,0.039595,0.158056,0.351747,0.122034,0.200676,42.815667
milk_consumption,bert,mistral-medium-latest,No,Yes,Yes,plot+table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/21_milk_consumption_insights+example_plot_plus_table_rep1/02_summaries/bert.txt,0.019588,0.170346,0.382503,0.103976,0.166836,34.740406
milk_consumption,t5,mistral-medium-latest,No,Yes,Yes,plot+table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/21_milk_consumption_insights+example_plot_plus_table_rep1/02_summaries/t5.txt,0.006287,0.093959,0.257669,0.063961,0.132515,30.124719
milk_consumption,longformer_ext,mistral-medium-latest,No,Yes,Yes,plot+table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/21_milk_consumption_insights+example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.028597,0.129758,0.379775,0.135135,0.168539,42.389275
milk_consumption,none,mistral-medium-latest,Yes,Yes,Yes,plot,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/22_milk_consumption_all_three_plot_rep1/02_summaries/none.txt,0.025667,0.259681,0.268057,0.113995,0.139878,39.905104
milk_consumption,bart,mistral-medium-latest,Yes,Yes,Yes,plot,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/22_milk_consumption_all_three_plot_rep1/02_summaries/bart.txt,0.008112,0.127863,0.314709,0.075429,0.155074,46.013438
milk_consumption,bert,mistral-medium-latest,Yes,Yes,Yes,plot,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/22_milk_consumption_all_three_plot_rep1/02_summaries/bert.txt,0.017303,0.166906,0.387940,0.094663,0.178894,37.406440
milk_consumption,t5,mistral-medium-latest,Yes,Yes,Yes,plot,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/22_milk_consumption_all_three_plot_rep1/02_summaries/t5.txt,0.015027,0.139684,0.336612,0.094195,0.166120,37.722273
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,Yes,plot,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/22_milk_consumption_all_three_plot_rep1/02_summaries/longformer_ext.txt,0.038829,0.127898,0.320961,0.083151,0.159389,36.574380
milk_consumption,none,mistral-medium-latest,Yes,Yes,Yes,table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/23_milk_consumption_all_three_table_rep1/02_summaries/none.txt,0.015982,0.231910,0.238934,0.088568,0.123306,38.350051
milk_consumption,bart,mistral-medium-latest,Yes,Yes,Yes,table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/23_milk_consumption_all_three_table_rep1/02_summaries/bart.txt,0.012643,0.148617,0.359081,0.075314,0.173278,37.598198
milk_consumption,bert,mistral-medium-latest,Yes,Yes,Yes,table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/23_milk_consumption_all_three_table_rep1/02_summaries/bert.txt,0.018272,0.151935,0.386000,0.092184,0.164000,38.669153
milk_consumption,t5,mistral-medium-latest,Yes,Yes,Yes,table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/23_milk_consumption_all_three_table_rep1/02_summaries/t5.txt,0.010062,0.136446,0.345898,0.082222,0.170732,41.346855
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,Yes,table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/23_milk_consumption_all_three_table_rep1/02_summaries/longformer_ext.txt,0.054929,0.177357,0.393103,0.103627,0.187931,34.762600
milk_consumption,none,mistral-medium-latest,Yes,Yes,Yes,plot+table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/24_milk_consumption_all_three_plot_plus_table_rep1/02_summaries/none.txt,0.023594,0.239638,0.240053,0.108517,0.128918,39.318128
milk_consumption,bart,mistral-medium-latest,Yes,Yes,Yes,plot+table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/24_milk_consumption_all_three_plot_plus_table_rep1/02_summaries/bart.txt,0.041095,0.173919,0.376782,0.087755,0.156823,36.172097
milk_consumption,bert,mistral-medium-latest,Yes,Yes,Yes,plot+table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/24_milk_consumption_all_three_plot_plus_table_rep1/02_summaries/bert.txt,0.019188,0.148340,0.367470,0.092555,0.162651,33.923075
milk_consumption,t5,mistral-medium-latest,Yes,Yes,Yes,plot+table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/24_milk_consumption_all_three_plot_plus_table_rep1/02_summaries/t5.txt,0.013511,0.143604,0.361233,0.099338,0.185022,38.357225
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,Yes,plot+table,1,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/24_milk_consumption_all_three_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.017009,0.162348,0.406605,0.093071,0.154799,33.793274
milk_consumption,none,mistral-medium-latest,No,No,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/25_milk_consumption_none_plot_rep2/02_summaries/none.txt,0.049893,0.324898,0.397633,0.186340,0.210651,52.628866
milk_consumption,bart,mistral-medium-latest,No,No,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/25_milk_consumption_none_plot_rep2/02_summaries/bart.txt,0.021265,0.141857,0.319123,0.105006,0.194884,47.427929
milk_consumption,bert,mistral-medium-latest,No,No,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/25_milk_consumption_none_plot_rep2/02_summaries/bert.txt,0.015507,0.147354,0.357388,0.096441,0.178694,48.342572
milk_consumption,t5,mistral-medium-latest,No,No,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/25_milk_consumption_none_plot_rep2/02_summaries/t5.txt,0.001593,0.090761,0.230272,0.046693,0.119017,42.225000
milk_consumption,longformer_ext,mistral-medium-latest,No,No,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/25_milk_consumption_none_plot_rep2/02_summaries/longformer_ext.txt,0.016779,0.180047,0.435115,0.110899,0.173664,45.834978
milk_consumption,none,mistral-medium-latest,No,No,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/26_milk_consumption_none_table_rep2/02_summaries/none.txt,0.022199,0.259806,0.295024,0.116183,0.155213,42.305779
milk_consumption,bart,mistral-medium-latest,No,No,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/26_milk_consumption_none_table_rep2/02_summaries/bart.txt,0.034371,0.172432,0.361656,0.106987,0.169935,38.981022
milk_consumption,bert,mistral-medium-latest,No,No,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/26_milk_consumption_none_table_rep2/02_summaries/bert.txt,0.011806,0.130256,0.303493,0.067834,0.152838,39.224918
milk_consumption,t5,mistral-medium-latest,No,No,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/26_milk_consumption_none_table_rep2/02_summaries/t5.txt,0.006661,0.108458,0.282582,0.065934,0.133983,45.215882
milk_consumption,longformer_ext,mistral-medium-latest,No,No,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/26_milk_consumption_none_table_rep2/02_summaries/longformer_ext.txt,0.011859,0.104482,0.222910,0.043433,0.125903,44.405236
milk_consumption,none,mistral-medium-latest,No,No,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/27_milk_consumption_none_plot_plus_table_rep2/02_summaries/none.txt,0.037576,0.301790,0.333973,0.154930,0.177223,48.920814
milk_consumption,bart,mistral-medium-latest,No,No,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/27_milk_consumption_none_plot_plus_table_rep2/02_summaries/bart.txt,0.031116,0.130539,0.323024,0.107922,0.183276,43.246689
milk_consumption,bert,mistral-medium-latest,No,No,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/27_milk_consumption_none_plot_plus_table_rep2/02_summaries/bert.txt,0.014392,0.145425,0.339662,0.093023,0.145570,40.573716
milk_consumption,t5,mistral-medium-latest,No,No,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/27_milk_consumption_none_plot_plus_table_rep2/02_summaries/t5.txt,0.010124,0.095733,0.273608,0.065534,0.133172,55.269707
milk_consumption,longformer_ext,mistral-medium-latest,No,No,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/27_milk_consumption_none_plot_plus_table_rep2/02_summaries/longformer_ext.txt,0.061653,0.182886,0.430332,0.131054,0.191469,47.575492
milk_consumption,none,mistral-medium-latest,Yes,No,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/28_milk_consumption_role_plot_rep2/02_summaries/none.txt,0.033472,0.278092,0.305507,0.145592,0.164638,47.373022
milk_consumption,bart,mistral-medium-latest,Yes,No,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/28_milk_consumption_role_plot_rep2/02_summaries/bart.txt,0.023438,0.136847,0.358108,0.103837,0.189189,38.823333
milk_consumption,bert,mistral-medium-latest,Yes,No,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/28_milk_consumption_role_plot_rep2/02_summaries/bert.txt,0.022325,0.161846,0.391304,0.108932,0.171739,37.693864
milk_consumption,t5,mistral-medium-latest,Yes,No,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/28_milk_consumption_role_plot_rep2/02_summaries/t5.txt,0.010518,0.133360,0.331415,0.087659,0.158803,37.331364
milk_consumption,longformer_ext,mistral-medium-latest,Yes,No,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/28_milk_consumption_role_plot_rep2/02_summaries/longformer_ext.txt,0.052590,0.194560,0.419660,0.125000,0.194707,46.846436
milk_consumption,none,mistral-medium-latest,Yes,No,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/29_milk_consumption_role_table_rep2/02_summaries/none.txt,0.018232,0.238105,0.244712,0.086462,0.124630,47.205410
milk_consumption,bart,mistral-medium-latest,Yes,No,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/29_milk_consumption_role_table_rep2/02_summaries/bart.txt,0.016105,0.170704,0.386037,0.086420,0.174538,44.334013
milk_consumption,bert,mistral-medium-latest,Yes,No,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/29_milk_consumption_role_table_rep2/02_summaries/bert.txt,0.017428,0.148204,0.327900,0.082613,0.153404,33.166148
milk_consumption,t5,mistral-medium-latest,Yes,No,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/29_milk_consumption_role_table_rep2/02_summaries/t5.txt,0.008084,0.130788,0.311457,0.062430,0.157953,49.024237
milk_consumption,longformer_ext,mistral-medium-latest,Yes,No,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/29_milk_consumption_role_table_rep2/02_summaries/longformer_ext.txt,0.012999,0.121395,0.310638,0.057569,0.129787,42.501875
milk_consumption,none,mistral-medium-latest,Yes,No,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/30_milk_consumption_role_plot_plus_table_rep2/02_summaries/none.txt,0.028028,0.241568,0.245767,0.113553,0.130435,48.219857
milk_consumption,bart,mistral-medium-latest,Yes,No,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/30_milk_consumption_role_plot_plus_table_rep2/02_summaries/bart.txt,0.028906,0.149908,0.364793,0.108395,0.193001,40.673803
milk_consumption,bert,mistral-medium-latest,Yes,No,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/30_milk_consumption_role_plot_plus_table_rep2/02_summaries/bert.txt,0.022303,0.177363,0.404135,0.111111,0.186090,39.706250
milk_consumption,t5,mistral-medium-latest,Yes,No,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/30_milk_consumption_role_plot_plus_table_rep2/02_summaries/t5.txt,0.010297,0.125889,0.316742,0.070295,0.144796,43.932425
milk_consumption,longformer_ext,mistral-medium-latest,Yes,No,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/30_milk_consumption_role_plot_plus_table_rep2/02_summaries/longformer_ext.txt,0.020305,0.108104,0.298368,0.098131,0.142191,39.724058
milk_consumption,none,mistral-medium-latest,No,No,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/31_milk_consumption_insights_plot_rep2/02_summaries/none.txt,0.039378,0.306966,0.352189,0.172507,0.184512,42.202342
milk_consumption,bart,mistral-medium-latest,No,No,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/31_milk_consumption_insights_plot_rep2/02_summaries/bart.txt,0.021359,0.133863,0.305455,0.128797,0.189091,46.419789
milk_consumption,bert,mistral-medium-latest,No,No,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/31_milk_consumption_insights_plot_rep2/02_summaries/bert.txt,0.009501,0.157048,0.348889,0.080178,0.171111,37.978569
milk_consumption,t5,mistral-medium-latest,No,No,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/31_milk_consumption_insights_plot_rep2/02_summaries/t5.txt,0.003668,0.103407,0.267677,0.078481,0.141414,52.265000
milk_consumption,longformer_ext,mistral-medium-latest,No,No,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/31_milk_consumption_insights_plot_rep2/02_summaries/longformer_ext.txt,0.011534,0.135071,0.323388,0.081003,0.140520,38.435625
milk_consumption,none,mistral-medium-latest,No,No,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/32_milk_consumption_insights_table_rep2/02_summaries/none.txt,0.018847,0.266132,0.277867,0.113127,0.141867,41.216712
milk_consumption,bart,mistral-medium-latest,No,No,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/32_milk_consumption_insights_table_rep2/02_summaries/bart.txt,0.043535,0.159260,0.376068,0.119914,0.198718,38.638301
milk_consumption,bert,mistral-medium-latest,No,No,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/32_milk_consumption_insights_table_rep2/02_summaries/bert.txt,0.007568,0.140640,0.345263,0.073840,0.162105,38.129007
milk_consumption,t5,mistral-medium-latest,No,No,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/32_milk_consumption_insights_table_rep2/02_summaries/t5.txt,0.008337,0.123478,0.315036,0.081340,0.140811,47.346774
milk_consumption,longformer_ext,mistral-medium-latest,No,No,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/32_milk_consumption_insights_table_rep2/02_summaries/longformer_ext.txt,0.022148,0.121766,0.328934,0.101729,0.127919,38.669286
milk_consumption,none,mistral-medium-latest,No,No,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/33_milk_consumption_insights_plot_plus_table_rep2/02_summaries/none.txt,0.030158,0.285485,0.303497,0.136418,0.163011,41.708220
milk_consumption,bart,mistral-medium-latest,No,No,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/33_milk_consumption_insights_plot_plus_table_rep2/02_summaries/bart.txt,0.032303,0.149115,0.349945,0.106548,0.172757,40.831783
milk_consumption,bert,mistral-medium-latest,No,No,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/33_milk_consumption_insights_plot_plus_table_rep2/02_summaries/bert.txt,0.012415,0.137013,0.343169,0.081051,0.155191,32.534231
milk_consumption,t5,mistral-medium-latest,No,No,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/33_milk_consumption_insights_plot_plus_table_rep2/02_summaries/t5.txt,0.005918,0.123783,0.326627,0.061684,0.137278,52.577768
milk_consumption,longformer_ext,mistral-medium-latest,No,No,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/33_milk_consumption_insights_plot_plus_table_rep2/02_summaries/longformer_ext.txt,0.020512,0.157525,0.355805,0.073171,0.144195,43.929054
milk_consumption,none,mistral-medium-latest,No,Yes,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/34_milk_consumption_example_plot_rep2/02_summaries/none.txt,0.041961,0.310124,0.361522,0.165726,0.192389,41.216828
milk_consumption,bart,mistral-medium-latest,No,Yes,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/34_milk_consumption_example_plot_rep2/02_summaries/bart.txt,0.020776,0.142136,0.320000,0.108491,0.160000,41.023000
milk_consumption,bert,mistral-medium-latest,No,Yes,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/34_milk_consumption_example_plot_rep2/02_summaries/bert.txt,0.006292,0.123601,0.326340,0.074766,0.163170,35.896829
milk_consumption,t5,mistral-medium-latest,No,Yes,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/34_milk_consumption_example_plot_rep2/02_summaries/t5.txt,0.002330,0.098697,0.252903,0.072445,0.131613,53.954742
milk_consumption,longformer_ext,mistral-medium-latest,No,Yes,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/34_milk_consumption_example_plot_rep2/02_summaries/longformer_ext.txt,0.051916,0.188437,0.452652,0.140417,0.212121,42.952155
milk_consumption,none,mistral-medium-latest,No,Yes,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/35_milk_consumption_example_table_rep2/02_summaries/none.txt,0.021577,0.274601,0.311084,0.121324,0.157991,38.450923
milk_consumption,bart,mistral-medium-latest,No,Yes,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/35_milk_consumption_example_table_rep2/02_summaries/bart.txt,0.029249,0.145426,0.335946,0.092031,0.183651,42.854723
milk_consumption,bert,mistral-medium-latest,No,Yes,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/35_milk_consumption_example_table_rep2/02_summaries/bert.txt,0.008121,0.139895,0.312436,0.067971,0.152107,34.339332
milk_consumption,t5,mistral-medium-latest,No,Yes,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/35_milk_consumption_example_table_rep2/02_summaries/t5.txt,0.004114,0.096888,0.275184,0.071429,0.140049,40.591439
milk_consumption,longformer_ext,mistral-medium-latest,No,Yes,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/35_milk_consumption_example_table_rep2/02_summaries/longformer_ext.txt,0.053406,0.174727,0.441484,0.146806,0.196004,36.310465
milk_consumption,none,mistral-medium-latest,No,Yes,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/36_milk_consumption_example_plot_plus_table_rep2/02_summaries/none.txt,0.033123,0.278804,0.314647,0.145959,0.168174,39.864071
milk_consumption,bart,mistral-medium-latest,No,Yes,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/36_milk_consumption_example_plot_plus_table_rep2/02_summaries/bart.txt,0.047207,0.171053,0.389130,0.137255,0.206522,43.257424
milk_consumption,bert,mistral-medium-latest,No,Yes,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/36_milk_consumption_example_plot_plus_table_rep2/02_summaries/bert.txt,0.011896,0.148867,0.361820,0.084538,0.173141,33.285156
milk_consumption,t5,mistral-medium-latest,No,Yes,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/36_milk_consumption_example_plot_plus_table_rep2/02_summaries/t5.txt,0.008146,0.121087,0.299879,0.089697,0.142684,42.344863
milk_consumption,longformer_ext,mistral-medium-latest,No,Yes,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/36_milk_consumption_example_plot_plus_table_rep2/02_summaries/longformer_ext.txt,0.051055,0.179878,0.444444,0.151724,0.196657,35.221190
milk_consumption,none,mistral-medium-latest,Yes,Yes,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/37_milk_consumption_role+example_plot_rep2/02_summaries/none.txt,0.030370,0.266741,0.302875,0.130447,0.157131,45.217124
milk_consumption,bart,mistral-medium-latest,Yes,Yes,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/37_milk_consumption_role+example_plot_rep2/02_summaries/bart.txt,0.029478,0.168340,0.381898,0.115044,0.194260,46.097286
milk_consumption,bert,mistral-medium-latest,Yes,Yes,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/37_milk_consumption_role+example_plot_rep2/02_summaries/bert.txt,0.016714,0.171655,0.405858,0.113208,0.184100,40.890577
milk_consumption,t5,mistral-medium-latest,Yes,Yes,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/37_milk_consumption_role+example_plot_rep2/02_summaries/t5.txt,0.005903,0.114769,0.291169,0.071770,0.157518,36.757359
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,No,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/37_milk_consumption_role+example_plot_rep2/02_summaries/longformer_ext.txt,0.039787,0.138841,0.288390,0.082552,0.159176,10.985410
milk_consumption,none,mistral-medium-latest,Yes,Yes,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/38_milk_consumption_role+example_table_rep2/02_summaries/none.txt,0.018049,0.240139,0.262817,0.099602,0.133400,42.098455
milk_consumption,bart,mistral-medium-latest,Yes,Yes,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/38_milk_consumption_role+example_table_rep2/02_summaries/bart.txt,0.013489,0.132328,0.326840,0.078091,0.158009,44.112020
milk_consumption,bert,mistral-medium-latest,Yes,Yes,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/38_milk_consumption_role+example_table_rep2/02_summaries/bert.txt,0.015746,0.141967,0.362362,0.092277,0.164164,34.745586
milk_consumption,t5,mistral-medium-latest,Yes,Yes,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/38_milk_consumption_role+example_table_rep2/02_summaries/t5.txt,0.011932,0.139746,0.334071,0.088692,0.168142,44.890000
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,No,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/38_milk_consumption_role+example_table_rep2/02_summaries/longformer_ext.txt,0.045796,0.171040,0.426540,0.108262,0.187678,47.726367
milk_consumption,none,mistral-medium-latest,Yes,Yes,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/39_milk_consumption_role+example_plot_plus_table_rep2/02_summaries/none.txt,0.026761,0.251081,0.259664,0.114327,0.136154,40.360837
